"owner_id","owner_tag","location_count","classified_location_count","solver_size","solve_mode","exact_status","runtime_status","runtime_gate_possible","runtime_gate_passed","runtime_strategy","runtime_strategy_name","runtime_approx_reason","runtime_approx_reason_name","candidate_attempt_count","candidate_count","candidate_gate_count","nobles_raw_deviation","nobles_approx_deviation","clergy_raw_deviation","clergy_approx_deviation","burghers_raw_deviation","burghers_approx_deviation","lower_raw_deviation","lower_approx_deviation","factor_nobles","factor_clergy","factor_burghers","factor_lower","selected_average_improvement_ratio","selected_average_absolute_improvement","total_residual","raw_total_residual"
"155","ZIB","4","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.50239","0.50239","-0.11042","-0.11042","0.00000","0.00000","-0.39197","-0.39197","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"156","DHF","7","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04378","0.04378","0.00053","0.00053","0.00000","0.00000","-0.04433","-0.04433","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"176","TEY","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04896","0.04896","-0.03463","-0.03463","0.00000","0.00000","-0.01433","-0.01433","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"177","ISL","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02117","0.02117","-0.01366","-0.01366","0.00000","0.00000","-0.00751","-0.00751","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"178","ACO","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.03037","0.03037","-0.02182","-0.02182","0.00000","0.00000","-0.00856","-0.00856","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"179","KER","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.22667","0.22667","-0.09900","-0.09900","0.00000","0.00000","-0.12767","-0.12767","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"180","TNN","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02011","0.02011","-0.01421","-0.01421","0.00000","0.00000","-0.00591","-0.00591","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"181","TAO","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.06833","0.06833","-0.07253","-0.07253","0.00886","0.00886","-0.00466","-0.00466","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"182","TST","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02184","0.02184","-0.01492","-0.01492","0.00000","0.00000","-0.00691","-0.00691","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"183","OHK","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04612","0.04612","-0.03176","-0.03176","0.00000","0.00000","-0.01436","-0.01436","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"196","CRO","11","10","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","4","0","-0.32219","-0.32219","0.04222","0.04222","0.18240","0.18240","0.09752","0.09752","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"197","ACH","12","10","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","2","0","-0.05691","-0.05691","-0.07620","-0.07620","0.15473","0.15473","-0.02173","-0.02173","1.00000","1.00000","1.00000","1.00000","","","","-0.00011"
"198","ATH","6","6","3","3","-2","1","1","1","2","improvement_l2","0","none","11","4","2","1.17576","0.47889","-0.45244","-0.01340","-0.08159","-0.00061","-0.64185","-0.46478","0.00000","7.13056","1.09571","0.00000","0.70785","0.34847","-0.00004","-0.00012"
"199","CEP","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.01780","-0.01780","0.00490","0.00490","0.00000","0.00000","0.01287","0.01287","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"201","NAX","3","3","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","1","0","0.07255","0.07255","-0.07295","-0.07295","0.04461","0.04461","-0.04425","-0.04425","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"202","EPI","10","10","3","3","-2","-8","1","0","0","raw_fallback","4","no_valid_candidate","11","0","0","0.15449","0.15449","-0.19699","-0.19699","0.16986","0.16986","-0.12744","-0.12744","1.00000","1.00000","1.00000","1.00000","","","","-0.00008"
"203","BYZ","87","58","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","7","0","-6.10555","-6.10555","1.85133","1.85133","2.90801","2.90801","1.34561","1.34561","1.00000","1.00000","1.00000","1.00000","","","","-0.00060"
"206","SER","60","58","3","3","1","1","1","1","2","improvement_l2","0","none","11","9","2","-2.78246","0.00064","1.02534","-0.00022","0.69737","0.00001","1.05924","-0.00075","8.16902","0.11930","0.64350","0.60772","0.99971","1.39069","-0.00019","-0.00051"
"207","ALB","3","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.46983","0.46983","-0.22445","-0.22445","-0.05279","-0.05279","-0.19261","-0.19261","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"208","THP","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.06909","0.06909","-0.02648","-0.02648","0.00000","0.00000","-0.04265","-0.04265","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"209","MZK","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00632","0.00632","-0.00190","-0.00190","0.00000","0.00000","-0.00443","-0.00443","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"210","ANT","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.17435","0.17435","-0.07371","-0.07371","0.00000","0.00000","-0.10063","-0.10063","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"211","MTR","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","-0.00078","-0.00078","0.00868","0.00868","0.00719","0.00719","-0.01510","-0.01510","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"212","BOS","21","16","3","3","-2","1","1","1","2","improvement_l2","0","none","11","7","3","-0.83218","-0.05145","0.24156","-0.02672","-0.01359","-0.00002","0.60408","0.07856","14.86888","2.90634","1.81347","0.00000","0.92346","0.38361","-0.00003","-0.00013"
"213","RAG","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","0.26383","0.26383","0.12230","0.12230","-0.16637","-0.16637","-0.21982","-0.21982","1.00000","1.00000","1.00000","1.00000","","","","-0.00006"
"214","BUL","63","60","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","6","0","-1.14490","-1.14490","0.76119","0.76119","0.21516","0.21516","0.16795","0.16795","1.00000","1.00000","1.00000","1.00000","","","","-0.00060"
"216","CLI","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04265","0.04265","-0.01240","-0.01240","0.00000","0.00000","-0.03029","-0.03029","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"217","NEO","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","0.06354","0.06354","-0.02247","-0.02247","0.00631","0.00631","-0.04740","-0.04740","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"218","BOD","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02447","0.02447","-0.00577","-0.00577","0.00000","0.00000","-0.01871","-0.01871","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"219","ARG","4","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04868","0.04868","-0.01546","-0.01546","0.00000","0.00000","-0.03324","-0.03324","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"220","KNI","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","-0.00385","-0.00385","-0.16701","-0.16701","0.26329","0.26329","-0.09246","-0.09246","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"221","CRT","8","8","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","7","0","0","0.02757","0.02757","0.04187","0.04187","0.07594","0.07594","-0.14548","-0.14548","1.00000","1.00000","1.00000","1.00000","","","","-0.00010"
"222","NEG","5","5","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","1","0","-0.05329","-0.05329","0.01425","0.01425","0.04144","0.04144","-0.00243","-0.00243","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"223","SAO","4","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.05430","0.05430","-0.02920","-0.02920","0.00000","0.00000","-0.02511","-0.02511","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"226","GOR","7","5","3","3","-1","1","1","1","2","improvement_l2","0","none","7","5","1","-0.65520","-0.47746","0.16502","0.13891","0.01071","0.00054","0.47944","0.33808","0.00000","3.72130","0.57069","0.00000","0.41850","0.08884","-0.00004","-0.00003"
"228","PAT","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","-0.03369","-0.03369","-0.00202","-0.00202","0.01137","0.01137","0.02433","0.02433","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"233","LIV","30","24","3","3","-2","1","1","1","2","improvement_l2","0","none","11","9","4","-1.23657","-0.24564","0.19850","-0.01127","0.30396","-0.02766","0.73396","0.28532","48.19061","1.84809","0.35031","0.00000","0.81617","0.47579","-0.00007","-0.00015"
"234","TEU","43","37","3","3","1","1","1","1","2","improvement_l2","0","none","11","7","3","0.03414","-0.00145","-0.30387","0.17290","-0.08351","-0.00629","0.35296","-0.16029","0.04935","272.26875","1.05834","0.00000","0.70025","0.10741","-0.00008","-0.00028"
"235","ERM","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.06449","0.06449","-0.02835","-0.02835","0.00000","0.00000","-0.03614","-0.03614","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"236","CHL","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","-0.05250","-0.05250","-0.00045","-0.00045","0.01386","0.01386","0.03911","0.03911","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"237","PMS","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01194","0.01194","-0.00378","-0.00378","0.00000","0.00000","-0.00816","-0.00816","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"238","SMD","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01679","0.01679","-0.00756","-0.00756","0.00000","0.00000","-0.00923","-0.00923","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"239","BIO","4","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.14409","0.14409","-0.06951","-0.06951","0.00000","0.00000","-0.07460","-0.07460","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"240","KUR","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.10507","-0.10507","0.03380","0.03380","0.00000","0.00000","0.07125","0.07125","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"241","BID","4","4","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","3","0","0.09815","0.09815","-0.29759","-0.29759","0.37226","0.37226","-0.17287","-0.17287","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"242","RIG","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.02672","0.02672","0.01276","0.01276","0.10134","0.10134","-0.14085","-0.14085","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"243","ARR","8","8","3","3","-2","1","1","1","2","improvement_l2","0","none","11","7","4","-0.63903","-0.04798","0.10129","-0.01620","0.18659","-0.01585","0.35111","0.08060","71.67441","1.09616","0.25785","0.00000","0.86188","0.27929","-0.00005","-0.00004"
"245","LIT","103","74","3","3","-2","1","1","1","2","improvement_l2","0","none","11","6","1","3.52495","3.50981","-0.17604","0.02707","1.13048","0.31637","-4.48003","-3.85254","0.00000","0.00000","1.00395","4.92917","0.42814","0.40150","-0.00005","-0.00064"
"247","SGN","19","19","3","3","-2","1","1","1","2","improvement_l2","0","none","11","7","1","0.55812","0.32327","0.25374","0.00066","0.65772","0.25902","-1.46996","-0.58289","0.00000","0.82914","0.86351","7.03280","0.65698","0.44341","-0.00008","-0.00038"
"248","GAU","17","17","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","6","0","1.97011","1.97011","-2.18386","-2.18386","0.19741","0.19741","0.01603","0.01603","1.00000","1.00000","1.00000","1.00000","","","","-0.00031"
"249","STN","19","19","3","3","-2","1","1","1","2","improvement_l2","0","none","11","5","1","-0.12760","-0.00068","1.10354","0.40675","0.19604","-0.00312","-1.17264","-0.40284","0.00000","0.00000","0.88105","4.74752","0.81670","0.44660","-0.00012","-0.00066"
"250","AHO","10","10","3","3","-2","1","1","1","2","improvement_l2","0","none","11","4","2","0.62018","0.58418","-0.37228","-0.35155","0.00199","-0.00004","-0.24995","-0.23253","0.00000","2.35164","2.20000","0.00000","0.28829","0.01901","-0.00003","-0.00006"
"251","KMA","14","14","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","5","0","0.52097","0.52097","-0.04053","-0.04053","0.22058","0.22058","-0.70121","-0.70121","1.00000","1.00000","1.00000","1.00000","","","","-0.00019"
"252","DIM","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.07971","0.07971","-0.05481","-0.05481","0.00000","0.00000","-0.02493","-0.02493","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"253","TWI","6","6","3","3","-1","1","1","1","2","improvement_l2","0","none","7","6","1","-1.51094","-0.94577","1.21269","1.02777","0.00448","-0.00002","0.29373","-0.08206","2.75156","0.00000","0.99576","0.62481","0.55953","0.24154","-0.00016","-0.00004"
"254","CUT","7","7","3","3","-2","-8","1","0","0","raw_fallback","4","no_valid_candidate","11","0","0","0.21101","0.21101","-0.11884","-0.11884","-0.01153","-0.01153","-0.08066","-0.08066","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"255","JNT","5","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.01310","0.01310","0.00293","0.00293","0.00215","0.00215","-0.01819","-0.01819","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"256","TRF","8","8","3","3","-2","1","1","1","2","improvement_l2","0","none","11","4","2","-1.10909","-0.61369","0.70457","0.55175","0.06152","0.06045","0.34287","0.00180","14.67173","0.00000","0.00000","0.84323","0.41939","0.24765","-0.00009","-0.00013"
"257","LUR","6","5","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.12631","0.12631","-0.07582","-0.07582","0.00000","0.00000","-0.05048","-0.05048","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"258","BHP","11","10","3","3","-2","1","1","1","2","improvement_l2","0","none","11","5","3","-1.98505","-0.10332","0.68860","0.19052","0.08071","-0.00287","1.21557","-0.08445","3.88241","0.00000","0.70312","0.00000","0.89156","0.89720","-0.00008","-0.00017"
"259","CER","4","4","3","3","-2","1","1","1","2","improvement_l2","0","none","11","3","2","0.58225","0.25312","-0.35350","-0.27232","0.00646","-0.00002","-0.23527","0.01926","0.00000","0.00000","0.78824","5.85936","0.67752","0.15820","-0.00004","-0.00006"
"260","UJJ","5","5","3","3","-2","1","1","1","2","improvement_l2","0","none","11","5","2","-0.00450","-0.00025","0.02439","0.01604","0.08053","-0.01749","-0.10053","0.00160","0.43917","6.71357","0.17310","0.00000","0.76486","0.04365","-0.00012","-0.00011"
"261","RKS","7","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","2","0","0.46803","0.46803","-0.26818","-0.26818","0.01482","0.01482","-0.21469","-0.21469","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"262","ONW","12","12","3","3","-2","1","1","1","2","improvement_l2","0","none","11","7","5","-0.59383","-0.10802","0.26769","0.16774","0.10124","-0.00270","0.22472","-0.05705","2.40450","0.00000","0.46196","2.23434","0.72775","0.21300","-0.00006","-0.00018"
"263","KKR","6","6","3","3","-2","1","1","1","2","improvement_l2","0","none","11","6","2","0.14024","0.10301","-0.36216","-0.25420","0.03080","-0.01107","0.19108","0.16222","0.00000","4.13511","0.14757","0.71379","0.33882","0.04843","-0.00005","-0.00004"
"264","GWL","7","7","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","5","0","-0.01356","-0.01356","0.10965","0.10965","-0.01272","-0.01272","-0.08346","-0.08346","1.00000","1.00000","1.00000","1.00000","","","","-0.00009"
"265","KHS","18","15","3","3","-2","1","1","1","2","improvement_l2","0","none","11","6","3","-0.33519","-0.09352","-0.05191","-0.01270","0.12298","-0.04946","0.26402","0.15559","3.94276","5.97630","0.29833","0.00000","0.62118","0.11570","-0.00010","-0.00010"
"266","KMN","8","8","3","3","-1","1","1","1","2","improvement_l2","0","none","7","5","1","-0.46462","-0.06712","0.17557","0.04086","0.07574","0.05210","0.21324","-0.02583","5.06991","0.00000","0.00000","0.90976","0.70346","0.18581","-0.00007","-0.00007"
"267","KTU","6","6","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","7","0","-0.19351","-0.19351","0.07738","0.07738","0.02434","0.02434","0.09178","0.09178","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"268","DTI","6","6","3","3","-2","1","1","1","2","improvement_l2","0","none","11","5","3","-0.38222","-0.01344","0.08910","0.01564","0.02914","-0.00066","0.26390","-0.00151","4.29933","0.00000","0.44041","0.00000","0.94028","0.18327","-0.00003","-0.00008"
"269","SRM","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.13581","0.13581","-0.07402","-0.07402","-0.01416","-0.01416","-0.04767","-0.04767","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"270","JBL","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.13460","0.13460","-0.03779","-0.03779","0.00000","0.00000","-0.09683","-0.09683","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"271","LWA","13","6","3","3","-2","-1","1","1","2","improvement_l2","0","none","11","6","3","0.32841","0.26646","-0.29288","-0.26867","-0.01643","0.00064","-0.01911","0.00228","0.51007","35.87396","3.54940","0.00000","0.53077","0.02974","-0.00004","-0.00001"
